地区,店舗名,リンク,最寄り駅,距離,予算,席数,個室,キーワード,コメント数,コメント
新宿,Darts UP（ダーツ アップ） 西新宿店,https://www.hotpepper.jp/strJ001026474/,,3,2000,50,なし,【駅近】最新ダーツ/貸切/新宿/忘年会,1,ガッツリ美味しい スタッフさんがとても親切でしたし、料理も味わい深い感じで趣高いお店でした。ガッツリ料理を楽しめます。
新宿,炉ばたや 銀政 新宿野村ビル店,https://www.hotpepper.jp/strJ001102325/,JR新宿駅,5,4000,140,あり,新宿 個室 居酒屋 和食 鮮魚 炉ばた焼 宴会,0,
新宿,居酒屋かあさん 新宿駅前店,https://www.hotpepper.jp/strJ000010800/,JR新宿駅,3,3500,77,なし,全国の焼酎・地酒・隠し酒と大皿料理,1,アツアツ 注文したメニューはどれもアツアツで美味しく食べる事が出来ました。店内もゆったりしていてリラックス出来ました。
新宿,【11/1 OPEN】チーズフォンデュ＆イタリアン 新宿ミエーレ 新宿東口店,https://www.hotpepper.jp/strJ001176475/,★新宿東口3分★新宿3丁目3分★西武新宿2分★地下鉄新宿駅,3,2480,30,あり,新宿満足度No.1★女子会 誕生日  記念日,2,友達のお誕生日。 友達のお誕生日をお祝いしたくてかわいいケーキを出してくれるお店を探していました。このお店のお花ケーキが可愛く予約しました。ごはんもどれも美味しくチーズフォンデュはチーズがトロトロでバケットをおかわりす…つづきを読む 友人の誕生日に利用させていただきました。 当日に予約リクエストをしましたが、予約内容が翌日になってしまっていたにも関わらず快く当日予約に変更してくださいました。店内も綺麗で、お料理もお酒も驚くほど美味しく、お店の方も雰囲気が良く、低価格な文…つづきを読む
新宿,【10/13 OPEN】新宿 個室 肉＆チーズ Ark（アーク） 新宿東口店,https://www.hotpepper.jp/strJ001184238/,,5,3000,80,あり,新宿東口の個室☆肉とチーズが自慢のお店♪,0,
新宿,新宿ワイン酒場 三丁目の肉39th 新宿東口店,https://www.hotpepper.jp/strJ001178178/,JR新宿駅,1,3200,70,なし,ワイン時間無制限飲み放題×肉バル,1,オフ会で使わせて頂きました 9人のオフ会で使わせて頂きました。プレミアムコースの飲み放題でカクテルやワイン、サングリアを美味しく頂きました。カクテルやソフトドリンクのおかわりは、バーカウンターまで取りに行くという手間は掛か…つづきを読む
新宿,新宿マイバル,https://www.hotpepper.jp/strJ001171215/,新宿駅,3,3000,35,なし,20名～貸切ＯＫ！スタイリッシュなバルで☆,0,
新宿,新宿個室居酒屋 なごや香 新宿駅前,https://www.hotpepper.jp/strJ000796422/,新宿駅,1,4000,170,あり,★新宿駅全席個室居酒屋★充実の飲み放題♪,6,ゆっくりと過ごせました。 年に一度、この時期に集まる仲間。毎年私がお店をチョイスしますが、今まではネットで個室を予約しても、隣の若者が大騒ぎをしていたり、宴会の方々が大勢で近くの席にいたりで、我々４人は顔を突き合わせても声が…つづきを読む 新規オープン 新宿にしては、ゆったり個室で良かったです。ネット予約で席も確認でき、幹事としては安心して設えました。 良かったです 友人3人で利用させてもらいました。混み合っていたようですが、料理の提供もスムーズで店員さんも元気よく文句ないです個室でゆっくり話すことが出来て良かったなと思いますまた利用したいです お料理種類もいろいろでお酒も種類豊富 東海巡り旅コース:神田川俊郎監修鍋塩ちゃんこ鍋付きコースでお料理も種類あって、お味も良かった。飲み放題も種類があって普通飲み放題だとなかなか注文してもすぐ来ない事多いのに割とすぐ来ました。店員さんも…つづきを読む 全体的に料理がおいしかった 色々な地域の料理といいますか、調理法を体験できたというのは貴重な出来事でした。全体的に料理がおいしかったです。 安くて美味しい！！そしてボリューミーでした！！！ とてもいい雰囲気のお店で、楽しくすごすことができました！店員さんたちも明るく楽しく接客をしてくれました★とても美味しい料理なうえに、コストパフォーマンスも素晴らしいと思います！！ぜひまた利…つづきを読む
新宿,イタリアン＆肉バル 北の国バル 新宿西口店,https://www.hotpepper.jp/strJ001117703/,ＪＲ 新宿駅,3,3500,40,なし,北海道食材を使ったイアリアン＆肉バル,0,
新宿,北海道 新宿アイランドタワー店,https://www.hotpepper.jp/strJ000001774/,【夜景が見える完全個室多数】JR新宿駅,7,3700,700,あり,旬の食材・蟹・海鮮＆日本酒を愉しむ居酒屋,19,ありがとうございました 同期の女子会でお世話になりました。こちらのリクエストも快く聞いていただき、参加者からも「すごく良い所だった。食べ物も美味しかったから、また次回もここが良い♪」との話が出ました。また次回も宜しく…つづきを読む ひろーい^_^ 数回ランチに行ったことありましたが、700席…あんなに広いとは…ビックリ！スタッフさんはみんな良い感じ。 北海道料理 西新宿のビル高層階にある居酒屋です。窓から夜景がきれいに見えます。個室もたくさんあり、宴会等でも重宝します。彩り刺し盛りが豪華です。魚介料理が充実しています。 夜景がきれい 西新宿の新宿アイランドタワー44階にある巨大な居酒屋です。ビル建設時はスポーツジムにする予定だったフロアだそうで、広大なスペースです。高層階だけあって夜景は良く見えます。刺身やラーメンサラダ、カニ等北…つづきを読む 2015年1月頃ランチの時間帯に行きました 西新宿駅から歩いてすぐにある新宿アイランドタワーの最上階にあるこちらのお店は眺望抜群のお店です。カップルなら窓際のベンチシートがお勧めです。ランチは日替わりがいろいろ変りいつ行っても飽きません。今回は…つづきを読む よかったです 店内から一望できる夜景が綺麗なのでデートにもピッタリです。雰囲気も良くていいと思います。料理も美味しくリーズナブルで満足です。 北海道にいるような気分になれました 東京の友人と飲みに行った時に利用しましたが、ゆったりとした雰囲気が最高でした。また料理が美味しくて、北海道にいるような気分になれました。臨場感たっぷりです。 とてもいい雰囲気 店内がとても綺麗で凄くいい雰囲気でした。料理もとても美味しくていただけてとても満足でした。これはまた来ようと思います。 静かな雰囲気でゆっくりできました。 とても広い店内で驚きました。席もたくさんあり、ゆったりと食事をすることができました。注文してすぐに料理が運ばれてきたので良かったです。ビルの高層階にあるので、眺めがよく満足でした。 味はこれまたハイクオリティ 北海道特有の料理が中心の居酒屋ですので、これからの寒い季節にはもってこいかと。味はこれまたハイクオリティでした。 新宿で北海道料理を満喫！！ 新宿アイランドタワーの最上階にある北海道料理の居酒屋さんです。上がガラス張りのドーム型になっているので天井が高く開放的な感じです。北海道といったらかにでしょう！という事でかにを注文！はさみもつ…つづきを読む 高層ビルからの夜景。 予約なしでしたが、土曜日19時に行ったら偶然空いていたようで、窓際のお席に通してくれました。向かい合うお席で、景色は最高！ただ一つ残念だったのは、間に柱があって、景色を共有しにくかったことくらいで…つづきを読む デートに使いました 夜景がきれいでした。夜景が見える窓際の席を予約し、彼女の顔と夜景を代わる代わる見ながら食事をしました。とっても雰囲気が良く、またよりたいお店です。 絶景ランチバイキング 平日ランチに訪問。禁煙席は眺めがいいので好きです。（喫煙席は座ったことがないので、眺め不明）お昼のピークの時間を過ぎていたので、空いていてイイ感じ。でも、揚げたてのお料理もあって良かった。…つづきを読む 広い 同窓会で使いました。広いです。新宿で、景色を見つつ大人数で飲みたければここでしょう。サービス云々は居酒屋って感じです。 ランチバイキングの中でも落ち着けるお店です。 本日のお昼ご飯は、新宿アイランドタワーの最上階、44階にある、『北海道　新宿アイランドタワー店』さんに行きました。950円でランチバイキング。満腹になりました。大賑わいのお店で、…つづきを読む 焼き魚も良いけど、冬でも食べられる冷たいウドンが一押し ホットペッパーへの掲載は気まぐれなようなので写真を貼っておきます。広いお店で宴会スペースも十分に用意されていますが、毎月色々とお得な企画を提供してくれています。電話での問い合わせにも丁寧に…つづきを読む 夜景が綺麗で空いている。週末、おすすめ。 いつも地方の友人が東京に来たとき、連れて行くお店。お店から夜景を見たとき、「うわ～東京ってすげーなー」とお客さんがいる前で大声で叫ばれたことが忘れられない。週末は空いており（結婚式の二…つづきを読む きれいな夜景とタラバガニ まず、このお店は超高層ビルの44階にあって、夜景が非常に綺麗でした。窓際の列でなくとも、その隣(店の内側の方の席)も段差があって（中2階のようになっていて）窓際の他客を気にすることなく夜景を楽しむこと…つづきを読む
新宿,チーズと熟成肉 Bistro HaLVeLBar（ハルベルバル）西新宿,https://www.hotpepper.jp/strJ001109104/,完全個室8～15名/肉コース3480円～JR新宿駅,5,3480,50,あり,≪熟成肉×チーズが自慢のお洒落な肉バル≫,3,打ち上げ 打ち上げの実施3日前に予約をさせていただきました。色々とご調整してもらい、受け入れていただきありがとうございました。個室を使うことができ、みんなリラックスして楽しめ、つい飲み過ぎたようです。料…つづきを読む 熟成肉が食べたくて・・・ 熟成肉で検索するとこちらのお店がヒットしまして、国内牛とネット予約が出来る点が決め手となりました。・ローストビーフオードブルにあったらちょっと豪華な感じもしますが、好きか嫌いかと言われたらそ…つづきを読む 友人の誕生日会 こちらのリクエストにできる限り応えていただき、とても楽しく居心地のよい誕生日会となりました。コース料理もどれも味しくちょうどよい量でした。マネージャーさんの感じもよくて、個室ではなかったのですが3…つづきを読む
新宿,加賀料理 大志満 新宿小田急ハルク店,https://www.hotpepper.jp/strJ000242613/,JR新宿駅,2,6500,152,あり,加賀料理,1,落ち着いて食事ができるお店 親戚との集まりで利用させていただきました。落ち着いて食事ができる雰囲気の良いお店で、ゆっくりと美味しい加賀の料理を堪能でき、皆にも喜んでもらえました。
新宿,ブルージュ 新宿高島屋14F,https://www.hotpepper.jp/strJ001001683/,JR新宿駅,1,5000,114,あり,本格ベルギービール・ワイン100種以上,0,
新宿,土佐料理 祢保希（ねぼけ） 新宿店,https://www.hotpepper.jp/strJ000124669/,JR新宿駅,5,7000,140,あり,完全個室完備の土佐料理専門店,2,美味しい。 やっぱりここは間違いないですね。また行きます！家族皆で大好きです。今回はクエ鍋も頂きました。酒とうも大好きです。 夜景にクエ鍋が最高 20代に接待も含めておいしいものをたくさん食べてきたつもりだったが、クエ鍋初挑戦でハマりました。ふぐより肉厚でジューシーといった感じ。ビールも合うが、日本酒がピッタリ。お店の雰囲気も大変落ち着いており…つづきを読む
新宿,カラオケ本舗 まねきねこ 新宿西口大ガード店,https://www.hotpepper.jp/strJ001177240/,ＪＲ新宿駅,-1,0,100,なし,まねきねこだから24時間営業！持込みOK！,0,
新宿,Monsoon(モンスーン) Tokyo 新宿店,https://www.hotpepper.jp/strJ001129335/,ＪＲ新宿駅,4,3480,100,あり,新宿No1*肉バル&チーズフォンデュを個室で!,14,広い店内で解放感抜群ですね。 歌舞伎町でのイベントの終わりに行ってきました。広い店内で、解放感いっぱいです。お肉の料理がとても美味しかったですよ。 とろーりチーズがやみつきになるおいしさでした 映画を見に行った帰りに利用しました。チーズフォンデュをみんなでわいわい食べました。とろとろのチーズがとてもおいしかったです。個室の雰囲気もおしゃれで、女子会にはもってこいだと思います。 楽しく食事ができるお店 食事が楽しくできるって、大事ですよね。家族と一緒にいったのですが、あまり家族で外食しないもので最初は変な感じもありましたけどチーズフォンデュをみんなで食べているとなんだかほっこりした気持ちになってき…つづきを読む オシャレな個室に大満足！ お店の場所が少しわかりづらかったですが・・・。店内の雰囲気の良さと個室のオシャレ感が◎チーズフォンデュの食べ放題もリーズナブルでおいしかったです♪ほかのメニューもおいしそうだったので、また利用さ…つづきを読む 二次会 結婚式の二次会で利用させて頂きました♪全員で50名くらいでしたが店員さんがとても気さくてみんなで楽しめました！店内の雰囲気が素敵でした♪ リゾート地を訪れたかのような気分♪ 居酒屋とは思えない内装にびっくりしました！初めて利用しましたが、高級感溢れるおしゃれな雰囲気に圧倒されてしまいました（笑）店員さんオススメの肉バルコースを頂きましたが、内容も量も十分すぎるほどでと…つづきを読む チーズフォンデュおいしい！ チーズフォンデュのコースがとても美味しかったです。お手ごろな価格なのにボリュームがあって大満足です♪店員さんも気さくで楽しめました。 飲み会の二次会で行った。海外のリゾート地にやってきたかのようなBARだ。 若者もたくさんいたので、飲み放題付きの簡単なコース料理を頼んでいた。飲み物も豊富で、にぎやかに会話を楽しめる。騒ぐにはもってこいの店だ。 異国感いっぱいのデザイナーズレストランバー♪ 居酒屋巡りやっています。チーズフォンデュのコースでした。お酒の種類も豊富で、楽しく飲み会ができましたよ♪ 総勢60名のパーティを行わせて頂きました♪ 結婚式2次会で利用いたしました♪大人数で広々と使わせてもらって、感謝♪楽しいパーティを行うことができました♪料理の味もGOOD！ 安くて美味しいお店！ とてもいい雰囲気で内装も凝っているお店で、楽しく過ごすことができました！店員さんたちも明るく楽しく接客をしてくれました。とても美味しい料理なうえに、コストパフォーマンスも素晴らしかったです。…つづきを読む 南国気分が味わえる！ お手頃価格で南国気分、リゾート気分が味わえます。ゆったりと贅沢な時間を過ごせるし、ドリンクもお料理も美味しい。店員さんも気さくな方ばかりでとても楽しめました！ 南国の居酒屋さん？！　海外へ行った気分が味わえた～～～！ 地下へ下るとそこは異国？！気取らないスタッフさんにエキゾチックな内装の店内。まさにそこはパラダイス♪料理も洋のテイストで、ビールにぴったりで、ススムススム～！ リゾート気分♪ 宴会で利用しました。都心にありながらリゾート気分を味わえました。サプライズのプレートもご用意していただき大満足です。
新宿,いろはにほへと 新宿東口店,https://www.hotpepper.jp/strJ000002187/,JR新宿駅,1,3000,145,あり,新宿 居酒屋 個室 宴会 女子会 食べ放題,16,とても満足。 25年位前から行ってます。飲み放題にすると中々お代わりを持って来ないお店（・・・貴族）と違い直ぐ持って来るし、店員の接客態度がとても良い。又、利用します。 コストパフォーマンスよし お店もきれいで駅からも近く、ほとんどの席が個室でおすすめです。コース料理も料金が幅広く予算にあわせて選べると思います。今度はもう少し北海道色のあるコースがあればそれを選んでみようかと思いました…つづきを読む 友達と飲み会 今回初めて行くお店でホームページでは落ち着いた店内みたいだったので利用しました。実際も落ち着きのある広々とした店内で良かったです。飲み放題付きのコースがとても安くて料理も美味しかったです。 豚しゃぶ食べ放題がお得！ 会社の同僚と７人で利用させていただきました。3時間飲み放題＋2時間豚しゃぶ食べ放題オプション付けて3480円。もうお腹いっぱい食べました。野菜も食べ放題なので、肉をたくさん食べられないおじさん…つづきを読む 安い、近くて店内もキレイ。 とにかく駅から近く、迷いませんでした。金曜の夜でしたが、お酒もすぐに出てきてとても満足です。安いコースを頼んだので、量は多くはなかったですが、店内のきれいさと、駅からの近さ、安さと、店員さんの雰囲…つづきを読む 会社の宴会にて 会社の宴会で幹事として利用したのですが、とてもよかったです。お値段がとてもリーズナブルでいろいろと不安があったのですが、料理もよし、お酒提供も遅くない、席も個室の30人収容できる掘りごたつしきで、な…つづきを読む 2015年03月頃夕食の時間帯に行きました 混んでいても料理が出てくるまでそんなに待たないのが素敵！ご飯もお酒もデザートも、どれも美味しかったです。 雰囲気がいい 友達数人と利用しました。店内はきれいで、とても雰囲気がよく楽しく食事ができました。お料理は手ごろで非常に美味しかったです。 料理のおいしいお店です。 料理のおいしいお店です。店内は落ち着いた雰囲気でゆったりくつろぐことができます。いろいろな料理が味わえるので、お勧めです。 おいしい料理が最高 とってもおいしい料理を味わうことができるお店です。店内の雰囲気も良い感じでゆったりとした気分で落ち着けます。メニューは創意工夫されておりとってもおいしいものばかりなのでおすすめです。 発見しやすいお店 会社の同僚との飲み会で利用することにしたんですが、初めておとずれたお店でしたがヨドバシカメラの近くということで、すぐに発見することができました料理の種類が豊富で、お味のほうも満足いくものでした…つづきを読む 充実したメニュー 知り合いと軽くのみに行きたいと思ったので利用しました店内はくどすぎずゆったりとできる雰囲気でしたメニューはそれなりに数が多く、中でもモダン焼きがふんわりとしていておいしかったですサラダ類や…つづきを読む 駅から近いっ 友達と月曜日にふたりで伺いました。ドリンクorフード半額クーポンと、駅からの近さで決めました！20時くらいに行ったのですが、平日の月曜日ですぐに席へふたり用のちいさい席ですが、語りたかった…つづきを読む 涼しい店内でビアガーデンを眺めながらビールを満喫 昨年レポを書いたビアガーデンが混んでいそうなのと、天気が心配で、急遽場所を変更して久しぶりに行って来ました。クーポンを良くチェックしておくと他の季節でもかなりお得な設計ができます。…つづきを読む 雨の日はココしかない！ この日は前前から友達と約束をしていたのですがお店はまだ決まっておらず、残念な事に雨が降ってる。そんな時にはココしかないですよね、地下鉄の出口がこのお店が入っているビルの…つづきを読む ドリンク半額がいい ホットペッパーにドリンク半額クーポンがあった時に行きました。直前に店へ電話を入れましたが、快く６人用の個室を用意していただきました。対応は◎ですがドリンクが運ばれてくるのが遅いな～と思いま…つづきを読む
新宿,新宿ワイン倶楽部,https://www.hotpepper.jp/strJ001133965/,ＪＲ新宿駅,3,3500,80,あり,新宿 ステーキ ワイン 女子会 宴会 個室 肉,0,
新宿,炉ばた情緒かっこ 新宿東口店,https://www.hotpepper.jp/strJ000023101/,JR新宿駅,2,4000,100,あり,新宿東口 個室 鮮魚 くいもの屋わん系列店,13,送迎会で利用しました。 飲み放題プランで土日利用で２時間半。料理も美味しかったし店員さんも良かったです。飲み放題もすぐ来ました。駅からも近いし何かあったらまた利用したいです♪ 料理にハズレなし 飲み放題が安い上に、注文してからスピーディーに出てきます！料理もすごく美味しいのでまた行きたいと思います！！ 料理が美味しいです。 駅から近い立地ですぐにお店が分かりました。今回は個室を予約しましたが、迅速に案内をしてくださり、混雑してたのにドリンクや料理のオーダーもすぐに来てくれました。料理は1つ1つが丁寧に盛りつけされており…つづきを読む 味よし見た目よし 居酒屋だけど、一品一品が美味しい。刺身、焼き、揚げどれをとっても良い。カウンターで品を頼むとサプライズな店員の計らいが！？ 風情のあるお店 店内はとても良い雰囲気で風情があって素晴らしいです。掘り炬燵でゆったりとくつろぎながら料理を楽しめるところがポイントですね。寒い季節なんかは最高のお店だと思います。 おいしい 店内は落ち着いた雰囲気で、内装もきれいでいい感じでしたお刺身も安い割においしくて合格点店員さんの対応も好感が持てました 新宿駅近くの安くて美味しい居酒屋 ほぼ開店時間に到着。二人用の個室に案内していただきました。今日の目的は「魚料理」ということでしたが、気軽に頼める価格の刺身の盛り合わせや、海老とアボカドの湯葉巻きをバーニャカウダソースで食べる料理…つづきを読む よし 行った時間が遅かったこともありゆっくり落ち着いて飲むことができました。大人数で行ったのですが対応もよくご飯も美味しかったです。 ろばた焼きは断然カウンター席で！ 友人二人で行ってきました。カウンターに座ったのですが、オーダーした焼き物が、厨房からそのまま大きなしゃもじに乗せられ、席に届けられるのがすごく嬉しい！出来立て、焼き立てと言った感じが伝わるので感動です…つづきを読む 落ち着けて、くつろげる空間でした… 新宿東口を出て、大塚家具沿いにあるお店です。リーズナブルに抑えたく、お手ごろなお店を探していてここに入りました。店内は白熱灯の優しい色と木製のテーブルやイス、座敷などで、アットホームで堅苦…つづきを読む 落ち着いた雰囲気で、でも仲間と楽しく喋って飲みたい時にお勧めです 先日10人程の飲み会で使わせて頂きました！休日でしたが、席のみの予約が出来て助かりました。（好きなメニューをその都度選びたかったので）ホットペッパーにもある通り和の情緒溢れる店内。…つづきを読む 居酒屋のくせに・・・ 友人の誕生会をしました。３時間飲み放題４５００円のコースにあった『たこしゃぶ』がどうしても食べたくて・・・飲み放題のわりにお酒のメニューも充実、お料理も美味しく『居酒屋のくせにやる…つづきを読む 焼酎・日本酒もピッタリな単品料理が充実。値段もリーズナブルで味も◎ 時間帯と忘年会シーズンという事もあってか、来店時はかなり混雑していました。ガヤガヤした喧騒の中では落ち着かないという人には…ですが、カウンターで肩を並べてお酒と料理を楽しむのが好きな方にはバッ…つづきを読む
新宿,新宿 なだ万賓館 ,https://www.hotpepper.jp/strJ000103017/,JR新宿駅,0,7000,164,なし,新宿駅直結 小田急百貨店最上階の好立地,3,新宿駅のなだ万 なだ万のチェーン店の一軒です。お寿司、天婦羅、鉄板焼きステーキ、それぞれのコーナーに分かれています。特に鉄板焼きが好みです。期待を裏切らないお味です。フォアグラ茶碗蒸しは絶品です。是非お試しあれ。…つづきを読む 貴賓♪ カミさんと2人で来店しました。カミさんはお肉のコース、私は会席のコースを頼みました。新宿という場所柄、景色はライトアップされていて綺麗でした。味はもちろん文句なしで美味しく貴賓高さを感じました。金額面…つづきを読む お肉でしっかりお食事 彼に「お誕生日、何が食べたい？」と聞くと、「肉」との回答。FooMooでこのお店を見つけました。コースでは、まず小さなお皿に盛られたサラダが出てきました。ゆず風味のシンプルなサラダでしたが美味し…つづきを読む
新宿,個室会席 北大路 新宿茶寮,https://www.hotpepper.jp/strJ000956751/,,-1,10000,200,あり,新宿 和食 忘年会 西新宿 個室 接待 お祝い,2,お祝い事で 親族の集まりに利用致しました。個室でゆっくり話したり料理を楽しむことができました。エントランスの窓からは外の景色が見渡せ、子どもがたまにそこで眺めて息抜きをしながら過ごせました。 家族と 婚約の両家顔合わせで利用しました。個室でかしこまったシーンでも安心でした。店員さんの接客もよかったです。窓から東京の景色を見ることができて、景色を話題にしながら和やかに過ごせました。接待にも使えそ…つづきを読む
新宿,ツムビアホフ 新宿,https://www.hotpepper.jp/strJ000762446/,ＪＲ新宿駅,3,5000,112,なし,バイエルン国王の為のビールが飲める★,2,ドイツビール 本場ドイツビールが楽しめるお店です。いつでも美味しい生ビールが飲めて疲れた時にいくと元気になります。店員さんももサービスも良くお酒も楽しく飲めて本当にいいお店です。料理もソーセージやジャーマンポ…つづきを読む ヨーデル！ 北川桜さんの歌を聞きに伺いました(*^o^*)ドイツビールはあまりおいしくないと聞いていましたがフルーティーで飲みやすくソーセージやジャーマンポテトなどビールのすすむ食事をいただきながらサクサク飲…つづきを読む
新宿,日本料理 新宿 あぐら屋,https://www.hotpepper.jp/strJ000003779/,ＪＲ 新宿駅,8,10000,13,なし,昭和49年創業のすっぽん・和食料理屋,0,
新宿,魚米 新宿店はなれ,https://www.hotpepper.jp/strJ001118768/,ＪＲ 新宿駅,3,4000,85,なし,新鮮魚介・和風居酒屋,2,お魚もお米もまいうー。 イナダととびうお、朝どれ魚を、刺身、揚げ、焼きでいただきました。本当に美味しかったです。とくに、アヒージョと蓮根明太子揚げ、焼おにぎりが絶妙でした。お酒もいろいろあり、大満足です！ 美味しいお魚が食べれる居酒屋 つきだしから、非常に美味しくて、すっかりファンになりました。当然かもしれませんが、新鮮なので臭みはまったくなく、ちょっと塩味が効いためざしが、お酒によくあいました。ホタテはちょっと小ぶりです…つづきを読む
新宿,【11/20 OPEN】焼き鳥食べ放題 とりき 新宿店,https://www.hotpepper.jp/strJ001171298/,JR新宿駅,3,3500,400,あり,人気上昇中の居酒屋★新感覚の居酒屋を紹介,0,
新宿,インド定食 ターリー屋 南新宿店,https://www.hotpepper.jp/strJ000821473/,新宿駅,5,0,36,なし,朝メニュー/ランチメニュー リーズナブル♪,0,
新宿,個室居酒屋八吉 新宿三丁目店,https://www.hotpepper.jp/strJ000711795/,JR新宿駅,3,5500,80,あり,個室充実、創作和食料理,0,
新宿,【11/10 OPEN】完全個室居酒屋 六衛門 新宿店,https://www.hotpepper.jp/strJ001171185/,新宿駅,1,3480,100,なし,新宿 徒歩1分 個室 居酒屋 誕生日 宴会,0,
新宿,和食居酒屋 うまいもん 新宿店,https://www.hotpepper.jp/strJ001001673/,ＪＲ新宿駅,5,4000,46,なし,新宿 居酒屋 日本酒 飲み放題 個室 接待,3,新鮮 新鮮な旬のお魚を食べることができ、盛り合わせが充実していました。作っている姿を見ることができるので安心して食事をすることができました。 鮮魚 平日の0時近くから飲み始めるのであればオススメです。店内の雰囲気も良く、お酒の種類も豊富でした。日本酒の飲み比べも出来て、なまこやからすみも美味しいです。旬のたべものや店員さんの感じも申し分…つづきを読む 美味～！！新宿の隠れ家和風居酒屋！ 先日、友人と4人でこちらのお店にお伺いしました。新宿コマ劇（工事中）のすぐそば、一本裏路地に入るので目立たない場所にあるんですが、味と雰囲気は抜群でした。キッチンもオープンで料理人の方もみな…つづきを読む
新宿,J.S. BURGERS CAFE 新宿店,https://www.hotpepper.jp/strJ000865554/,JR・小田急線・京王線「新宿駅,2,2000,180,なし,外国情緒あふれるハンバーガーカフェ☆,7,美味しいハンバーガー 本格的なハンバーガーが食べられるお店です。ボリュームたっぷりですが、野菜もしっかり入ってるので重くありません。お洒落な雰囲気なので、女性同士やデートに良さそう。ランチタイムは行列していますが、駅…つづきを読む 新宿ランチの定番 新宿駅から徒歩１分の場所にあります。アパレルブランドのベイクルーズが経営しているカフェです。ジャーナルスタンダートの上にあります。店内に入ると結構明るくて、広くテラス席まであります。おススメは、とって…つづきを読む まったりのんびり一人ランチ むかしから大好きでよく行きます。チーズバーガーかアボカドバーガーで毎回迷います(笑)ランチにはサラダバーやドリンクがついててお得です！ここのハンバーガーはボリュームあるけど、サラダが食べ放題だし…つづきを読む 開放的な空間 ジャーナルスタンダードらしいナチュラルな雰囲気のお店です。テラス席があるのが魅力です。ハンバーガーもジューシーでボリューム満点です！ フレッシュなお野菜たっぷりのサラダバー オシャレな雰囲気のカフェで、フレッシュなお野菜たっぷりのサラダバーが嬉しかったです。アボカドバーガーなどもしっかりとした風味で本格派でした。 非常にオシャレで明るい雰囲気 ジャーナルスタンダード系列のお店で、非常にオシャレで明るい雰囲気が素敵でした。ハンバーガーの味も本格的で、パテも大きく、食べ応えがあるものでした。 オシャレなカフェ風のインテリア 店内はオシャレなカフェ風のインテリアで、広く明るい雰囲気です。サラリーマン風の男性が多いですが、家族連れもチラホラいます。バーガーは本格的なもので、お肉はジューシーですし、バンズもパリッとした焼き…つづきを読む
新宿,肉バル Grill Garden グリルガーデン  新宿29bar  新宿東口店,https://www.hotpepper.jp/strJ001145700/,ＪＲ新宿駅,3,3000,70,あり,"新宿肉バル ローストビーフ食べ放題2,980円",5,"29bar 新宿東口店 お肉をがっつりと食べたくても女性はあまりそういったお店には入りづらいものですが、こちらのお店はおしゃれでゆっくりとできる雰囲気なので入りやすかったです。ローストビーフが美味しくワインとよく合い、つい…つづきを読む いろいろ 前菜のマリネやサラダから揚げ物、パスタ、デザートまでもりもりの内容で本当にどれも美味しくて大満足のコースでした。お店の明るい雰囲気も好印象で、食事がより美味しく感じました。コスパ抜群でまたぜひ利…つづきを読む ローストビーフとワイン 本当においしかったです。たくさん食べる気分ではなかったのでこちらの大人な感じに惹かれて入りました。木がメインの店内はゆったり落ち着いて過ごせます。ワインとローストビーフを注文。これがまあ美味しくてびっ…つづきを読む 肉好きにおすすめ！ お店の名前通りですが、肉好きの方や『今日はガッツリ食べたい！』っていう日におすすめのお店です。店内はオシャレな雰囲気です。コースは2,000～3,000円とかなりリーズナブルです。チーズフォンデュがあ…つづきを読む グリルのお店 お肉をガッツ利食べたいときにおすすめのお店です。３時間飲み放題付の極上の肉バルパーティーコースが3000円でコストパフォーマンスも抜群です。ローストビーフやチーズフォンデュが食べ放題でワインが進みまし…つづきを読む"
新宿,膳菜 さがみ 新宿小田急店,https://www.hotpepper.jp/strJ000124594/,ＪＲ新宿駅,1,5000,160,なし,個室・夜景・しゃぶしゃぶ・ビアガーデン,1,美しい盛り付けの日本料理、さがみ 新宿小田急百貨店のレストランフロア内にある日本料理店です。こちらのお店もガーデンが見えるので気持ちよくお食事がいただけます。大きな個室もあるようなので会合でも使えますね。いろいろな種類の料理が少しずつ…つづきを読む
